label,index,OBJECTID,YearBuilt1,HEIGHT,UseDescription,orientation,street_width,second_type,idx,building_reference
residential_2,8837,8837,1993,3,Residential,45.0,11.889999999999997,Housing,8837,6736204DG1063D
residential_1,28276,28276,1950,3,Residential,260.0,11.839999999999995,Housing,28276,8633123DG1083D
residential_1,23401,23401,1930,6,Residential,79.99999999999999,10.07,Housing,23401,8130107DG1083D
residential_1,23790,23790,1934,3,Residential,280.0,12.359999999999987,Housing,23790,8209331DG1080B
residential_0,12309,12309,1950,6,Residential,315.0,12.009999999999996,Housing,12309,7036030DG1073D
residential_2,21504,21504,1995,12,Residential,349.99999999999994,40.06,Housing,21504,7926301DG1072D
residential_3,21695,21695,1980,3,Residential,355.0,11.15999999999999,Housing,21695,7933609DG1073D
residential_3,30670,30670,2001,15,Residential,189.99999999999997,10.149999999999999,Housing,30670,8913528DG1081B
residential_2,9689,9689,2006,6,Residential,315.0,31.54,Residence,9689,6825803DG1062D
residential_3,28336,28336,1930,3,Residential,170.0,9.969999999999994,Housing,28336,8633419DG1083D
residential_2,32635,32635,1950,3,Residential,345.0,12.269999999999985,Housing,32635,9216006DG1091B
residential_2,23541,23541,1984,9,Residential,219.99999999999997,26.839999999999993,Housing,23541,8133823DG1083D
residential_3,12249,12249,1968,3,Residential,170.0,9.969999999999994,Housing,12249,7034435DG1073D
residential_2,21444,21444,1965,18,Residential,195.00000000000003,13.659999999999993,Housing,21444,7924051DG1072B
residential_3,18851,18851,1950,3,Residential,349.99999999999994,9.41,Housing,18851,7710306DG1071B
residential_3,6766,6766,1955,3,Residential,9.999999999999986,12.56,Housing,6766,6515605DG1061B
residential_1,14745,14745,2006,9,Residential,270.0,0.0,Housing,14745,7234020DG1073D
residential_3,27148,27148,1942,3,Residential,349.99999999999994,9.809999999999993,Housing,27148,8532812DG1083D
residential_2,16640,16640,2006,9,Residential,345.0,9.729999999999995,Housing,16640,7510133DG1071B
residential_0,34339,34339,1965,3,Residential,305.0,11.959999999999994,Housing,34339,9329428DG1092D
residential_0,8977,8977,2005,6,Residential,205.0,27.899999999999984,Housing,8977,6807140DG1060B
residential_2,8674,8674,1955,3,Residential,34.999999999999986,8.13999999999999,Housing,8674,6726003DG1062D
residential_2,3003,3003,1982,3,Residential,170.0,7.889999999999991,Housing,3003,0898822DF2909G
residential_2,11020,11020,1950,3,Residential,210.0,12.109999999999987,Housing,11020,6935551DG1063D
residential_4,4960,4960,1960,3,Residential,99.99999999999999,7.899999999999993,Housing,4960,6117012DG1061B
residential_2,33559,33559,2012,9,Residential,75.0,8.09999999999999,Housing,33559,9316206DG1091B
residential_0,6865,6865,2002,9,Residential,165.0,11.959999999999994,Housing,6865,6519218DG1061B
residential_0,20728,20728,1940,6,Residential,174.99999999999997,26.739999999999988,Housing,20728,7836417DG1073D
residential_2,18752,18752,2001,9,Residential,170.0,18.229999999999997,Housing,18752,7707031DG1070B
residential_2,274,274,2006,3,Residential,170.0,7.670000000000001,Housing,274,0019615DG2001A
residential_0,15429,15429,1958,3,Residential,59.99999999999998,12.039999999999992,Housing,15429,7330315DG1073D
residential_0,37150,37150,1990,3,Residential,124.99999999999999,12.209999999999994,Housing,37150,9830504DG1093D
residential_4,30833,30833,2001,6,Residential,260.0,9.95999999999999,Housing,30833,8920531DG1082B
residential_3,26224,26224,1960,3,Residential,170.0,29.309999999999988,Housing,26224,8507421DG1080B
residential_0,32936,32936,1984,3,Residential,75.0,7.919999999999986,Housing,32936,9221412DG1092B
residential_3,24321,24321,1970,9,Residential,9.999999999999986,27.11999999999999,Housing,24321,8226709DG1082D
residential_0,8765,8765,1981,9,Residential,255.00000000000003,12.109999999999987,Housing,8765,6726657DG1062D
residential_3,11131,11131,1970,3,Residential,34.999999999999986,29.09,Housing,11131,7008503DG1070B
residential_2,3112,3112,2003,3,Residential,115.0,13.879999999999997,Housing,3112,4831502DG1043C
residential_3,4871,4871,1994,6,Residential,285.0,16.08,Housing,4871,6015401DG1061B
residential_0,3283,3283,1975,3,Residential,189.99999999999997,0.0,Housing,3283,5131419DG1053D
residential_3,13034,13034,1921,6,Residential,185.0,7.9099999999999975,Housing,13034,7120823DG1072B
residential_0,6974,6974,1974,6,Residential,310.0,8.0,Housing,6974,6521739DG1062B
residential_0,1386,1386,1982,3,Residential,94.99999999999999,11.589999999999995,Housing,1386,0290306DF2909G
residential_3,365,365,1958,3,Residential,340.0,12.039999999999992,Housing,365,0028203DG2002C
residential_0,26335,26335,1960,9,Residential,165.0,10.009999999999993,Housing,26335,8510418DG1081B
residential_0,37041,37041,1999,3,Residential,99.99999999999999,12.150000000000002,Housing,37041,9825518DG1092D
residential_4,30922,30922,1958,3,Residential,69.99999999999997,6.949999999999996,Housing,30922,8931103DG1083D
residential_1,15538,15538,1958,3,Residential,104.99999999999997,13.629999999999997,Housing,15538,7334017DG1073D
residential_4,24230,24230,1995,3,Residential,99.99999999999999,5.929999999999986,Housing,24230,8225648DG1082D
residential_4,35144,35144,1960,3,Residential,79.99999999999999,11.849999999999998,Housing,35144,9427710DG1092D
residential_4,32827,32827,1966,3,Residential,75.0,12.419999999999995,Housing,32827,9218315DG1091B
residential_0,9798,9798,2006,6,Residential,290.0,7.989999999999996,Housing,9798,6835234DG1063D
residential_3,9409,9409,2007,9,Residential,345.0,9.759999999999993,Housing,9409,6815410DG1061B
residential_1,23450,23450,2002,6,Residential,170.0,10.179999999999994,Housing,23450,8131017DG1083D
residential_3,32724,32724,1967,3,Residential,345.0,11.959999999999994,Housing,32724,9217301DG1091B
residential_3,21555,21555,1958,3,Residential,180.0,11.900000000000002,Housing,21555,7929325DG1072D
residential_3,30621,30621,1971,12,Residential,9.999999999999986,9.809999999999993,Housing,30621,8912503DG1081B
residential_0,7989,7989,2006,3,Residential,270.0,21.399999999999988,Housing,7989,6697128DF1969H
residential_2,12358,12358,1996,9,Residential,134.99999999999997,12.079999999999993,Housing,12358,7037608DG1073D
residential_4,18940,18940,1908,3,Residential,75.0,6.749999999999998,Housing,18940,7712016DG1071B
residential_3,14654,14654,1989,3,Residential,170.0,11.809999999999999,Housing,14654,7231716DG1073D
residential_1,16751,16751,1930,6,Residential,260.0,8.379999999999988,Housing,16751,7513339DG1071B
residential_2,8866,8866,2023,9,Residential,315.0,11.829999999999993,Housing,8866,6736226DG1063D
residential_3,18800,18800,1950,3,Residential,170.0,11.98999999999999,Housing,18800,7708608DG1070B
residential_1,27288,27288,1979,9,Residential,260.0,15.519999999999992,Housing,27288,8536037DG1083D
residential_1,27119,27119,1968,3,Residential,79.99999999999999,9.950000000000001,Housing,27119,8532616DG1083D
residential_2,6737,6737,2009,9,Residential,150.0,31.029999999999994,Housing,6737,6511022DG1061B
residential_0,16580,16580,1980,6,Residential,315.0,5.639999999999986,Housing,16580,7493105DF1979H
residential_3,8926,8926,1962,3,Residential,9.999999999999986,9.70999999999999,Housing,8926,6807108DG1060B
residential_2,28367,28367,2000,9,Residential,34.999999999999986,26.94999999999999,Housing,28367,8634157DG1083D
residential_3,9549,9549,2017,9,Residential,219.99999999999997,13.639999999999986,Housing,9549,6819314DG1061B
residential_4,23510,23510,1968,12,Residential,260.0,9.869999999999987,Housing,23510,8132632DG1083D
residential_2,23681,23681,1989,3,Residential,200.0,7.389999999999989,Housing,23681,8187105DF1988H
residential_0,30761,30761,1970,9,Residential,345.0,11.839999999999995,Housing,30761,8916204DG1081B
residential_2,21415,21415,1940,3,Residential,154.99999999999997,5.0699999999999905,Housing,21415,7924034DG1072B
residential_1,12189,12189,1960,3,Residential,79.99999999999999,12.179999999999998,Housing,12189,7034220DG1073D
residential_1,12218,12218,1946,3,Residential,79.99999999999999,34.28,Housing,12218,7034412DG1073D
residential_2,37290,37290,1995,3,Residential,215.0,5.9999999999999964,Housing,37290,9833216DG1093D
residential_3,21887,21887,1930,3,Residential,349.99999999999994,6.889999999999988,Housing,21887,8011304DG1081B
residential_1,26275,26275,1973,12,Residential,255.00000000000003,11.999999999999993,Housing,26275,8508528DG1080B
residential_2,15478,15478,1970,15,Residential,260.0,29.01,Housing,15478,7330629DG1073D
residential_4,32967,32967,1968,3,Residential,255.00000000000003,91.15,Housing,32967,9221434DG1092B
residential_0,35004,35004,1963,3,Residential,255.00000000000003,11.799999999999995,Housing,35004,9421734DG1092B
residential_4,24370,24370,1931,3,Residential,79.99999999999999,9.2,Housing,24370,8227811DG1082D
residential_2,8625,8625,1998,3,Residential,230.0,10.139999999999995,Housing,8625,6723734DG1062B
residential_2,33508,33508,1991,3,Residential,260.0,11.879999999999994,Housing,33508,9315721DG1091B
residential_0,33699,33699,1953,3,Residential,75.0,12.02,Housing,33699,9317317DG1091B
residential_4,4931,4931,1950,3,Residential,104.99999999999997,11.969999999999995,Housing,4931,6116117DG1061B
residential_3,3052,3052,1980,3,Residential,99.99999999999999,0.0,Housing,3052,0983003DF2908G
residential_4,11071,11071,1958,3,Residential,99.99999999999999,12.329999999999993,Housing,11071,7007015DG1070B
residential_4,14817,14817,1940,9,Residential,189.99999999999997,14.109999999999992,Housing,14817,7235820DG1073D
residential_2,6834,6834,2006,6,Residential,165.0,11.819999999999988,Housing,6834,6516527DG1061B
residential_2,1157,1157,1970,3,Residential,210.0,9.509999999999991,Housing,1157,0218512DG2001A
residential_2,13174,13174,1974,3,Residential,349.99999999999994,11.77,Housing,13174,7132604DG1073D
residential_3,225,225,1960,3,Residential,174.99999999999997,6.429999999999986,Housing,225,0018827DG2001A
residential_3,18492,18492,1956,3,Residential,90.0,11.719999999999995,Housing,18492,7632330DG1073D
residential_1,8522,8522,2017,3,Residential,90.0,9.950000000000001,Housing,8522,6722232DG1062B
residential_2,18404,18404,1986,3,Residential,345.0,9.91,Housing,18404,7629201DG1072D
residential_2,13273,13273,2007,6,Residential,45.0,101.91,Housing,13273,7134402DG1073D
residential_2,14881,14881,1980,3,Residential,225.00000000000003,11.789999999999992,Housing,14881,7236709DG1073D
residential_2,21811,21811,1975,45,Residential,84.99999999999997,148.49999999999997,Housing,21811,8003299DG1080B
residential_0,37206,37206,1988,3,Residential,305.0,21.759999999999998,Housing,37206,9831205DG1093D
residential_1,23914,23914,1920,3,Residential,280.0,7.849999999999991,Housing,23914,8212427DG1081B
residential_2,35303,35303,1960,15,Residential,215.0,21.259999999999998,Housing,35303,9436207DG1093D
residential_3,5659,5659,1988,3,Residential,9.999999999999986,12.209999999999994,Housing,5659,6312204DG1061B
residential_0,32563,32563,1974,6,Residential,255.00000000000003,12.339999999999996,Housing,32563,9215023DG1091B
residential_2,17979,17979,1898,3,Residential,245.0,39.87,Housing,17979,7618821DG1071B
residential_3,21712,21712,1982,3,Residential,174.99999999999997,29.149999999999988,Housing,21712,7933624DG1073D
residential_3,30466,30466,2003,6,Residential,170.0,10.439999999999998,Housing,30466,8833522DG1083D
residential_0,31809,31809,1965,3,Residential,115.0,8.25999999999999,Housing,31809,9080214DF1998H
residential_2,14413,14413,2000,9,Residential,335.0,11.52,Housing,14413,7225608DG1072D
residential_4,18896,18896,1960,3,Residential,75.0,10.129999999999992,Housing,18896,7711016DG1071B
residential_4,16687,16687,1945,3,Residential,285.0,9.069999999999997,Housing,16687,7511253DG1071B
residential_1,16516,16516,1959,6,Residential,84.99999999999997,11.959999999999994,Housing,16516,7437507DG1073D
residential_2,4535,4535,2006,6,Residential,195.00000000000003,4.909999999999992,Housing,4535,5712424DG1051B
residential_2,31949,31949,1969,9,Residential,120.0,26.719999999999995,Housing,31949,9117519DG1091B
residential_2,4475,4475,1999,3,Residential,49.99999999999999,8.299999999999988,Housing,4475,5701213DG1050B
residential_0,16456,16456,1978,15,Residential,180.0,9.929999999999994,Housing,16456,7431515DG1073D
residential_4,32423,32423,1965,3,Residential,109.99999999999997,8.25999999999999,Housing,32423,9180802DF1998H
residential_4,23757,23757,2001,9,Residential,75.0,11.909999999999991,Housing,23757,8206511DG1080B
residential_3,28120,28120,1958,3,Residential,349.99999999999994,9.919999999999991,Housing,28120,8631702DG1083D
residential_3,19628,19628,1960,3,Residential,349.99999999999994,10.849999999999996,Housing,19628,7729409DG1072D
residential_4,21652,21652,1968,9,Residential,260.0,9.859999999999998,Housing,21652,7931531DG1073D
residential_2,37346,37346,1984,3,Residential,215.0,17.83999999999999,Housing,37346,9833810DG1093D
residential_3,26032,26032,1969,3,Residential,349.99999999999994,9.95999999999999,Housing,26032,8432711DG1083D
residential_2,35243,35243,1960,9,Residential,124.99999999999999,0.9699999999999911,Housing,35243,9431205DG1093D
residential_4,5719,5719,1966,6,Residential,99.99999999999999,12.02,Housing,5719,6316515DG1061B
residential_2,3184,3184,1958,3,Residential,330.0,10.589999999999991,Housing,3184,4931809DG1043C
residential_2,3215,3215,1986,3,Residential,349.99999999999994,8.25,Housing,3215,5030002DG1053D
residential_2,11236,11236,1953,3,Residential,275.0,11.27,Housing,11236,7012346DG1071B
residential_1,8462,8462,1962,3,Residential,79.99999999999999,9.469999999999992,Housing,8462,6721616DG1062B
residential_2,13333,13333,1959,3,Residential,45.0,11.709999999999992,Housing,13333,7135109DG1073D
residential_3,21840,21840,1970,15,Residential,349.99999999999994,19.969999999999995,Housing,21840,8009409DG1080B
residential_0,5608,5608,1965,6,Residential,335.0,3.7799999999999883,Housing,5608,6300110DG1060B
residential_2,35352,35352,1960,15,Residential,34.999999999999986,41.13,Housing,35352,9436805DG1093D
residential_2,3304,3304,1970,3,Residential,315.0,9.819999999999999,Housing,3304,5131435DG1053D
residential_0,8573,8573,1961,9,Residential,225.00000000000003,9.669999999999991,Housing,8573,6723252DG1062B
residential_3,1190,1190,1996,9,Residential,189.99999999999997,35.74999999999999,Housing,1190,0229501DG2002C
residential_3,13222,13222,1930,3,Residential,170.0,11.939999999999985,Housing,13222,7133329DG1073D
residential_2,6461,6461,1976,21,Residential,245.0,19.69,Housing,6461,6419201DG1061B
residential_2,31858,31858,1974,12,Residential,315.0,6.63,Housing,31858,9108802DG1090B
residential_4,16547,16547,1999,3,Residential,300.0,58.23,Housing,16547,7438706DG1073D
residential_3,32532,32532,1950,3,Residential,349.99999999999994,12.139999999999997,Housing,32532,9214703DG1091B
residential_1,28031,28031,1991,9,Residential,94.99999999999999,13.81999999999999,Housing,28031,8624312DG1082B
residential_2,19739,19739,2007,30,Residential,180.0,33.82,Housing,19739,7738003DG1073D
residential_2,21743,21743,1989,9,Residential,310.0,26.7,Housing,21743,7934613DG1073D
residential_2,2128,2128,1975,3,Residential,285.0,6.799999999999986,Housing,2128,0588005DF2908G
residential_4,17868,17868,1939,3,Residential,69.99999999999997,7.269999999999992,Housing,17868,7616032DG1071B
residential_0,23706,23706,1968,3,Residential,84.99999999999997,18.57,Housing,23706,8187116DF1988H
residential_3,28171,28171,1962,6,Residential,349.99999999999994,10.059999999999997,Housing,28171,8632415DG1083D
residential_3,21592,21592,1915,6,Residential,349.99999999999994,12.209999999999994,Housing,21592,7930011DG1073D
residential_3,21603,21603,1935,3,Residential,170.0,13.889999999999988,Housing,21603,7930017DG1073D
residential_3,14693,14693,1987,3,Residential,170.0,57.480000000000004,Housing,14693,7232725DG1073D
residential_0,6521,6521,1975,21,Residential,245.0,19.56,Housing,6521,6420019DG1062B
residential_1,14502,14502,1925,9,Residential,260.0,9.74999999999999,Housing,14502,7228719DG1072D
residential_3,16407,16407,1930,3,Residential,180.0,9.869999999999987,Housing,16407,7431116DG1073D
residential_3,11267,11267,1950,3,Residential,185.0,8.019999999999992,Housing,11267,7013218DG1071B
residential_0,16895,16895,1921,3,Residential,145.0,3.869999999999991,Housing,16895,7518407DG1071B
residential_0,13362,13362,1970,3,Residential,39.99999999999998,7.2999999999999865,Housing,13362,7135705DG1073D
residential_2,37317,37317,1990,3,Residential,34.999999999999986,16.95999999999999,Housing,37317,9833514DG1093D
residential_2,37086,37086,1985,9,Residential,99.99999999999999,11.499999999999991,Housing,37086,9828207DG1092D
residential_0,26063,26063,1930,3,Residential,170.0,9.819999999999999,Housing,26063,8433309DG1083D
residential_4,5748,5748,1998,3,Residential,280.0,11.659999999999991,Housing,5748,6316534DG1061B
residential_0,35183,35183,1985,9,Residential,79.99999999999999,13.739999999999991,Housing,35183,9428705DG1092D
residential_3,24166,24166,1895,3,Residential,4.999999999999993,5.119999999999992,Housing,24166,8225607DG1082D
residential_2,23805,23805,1956,3,Residential,9.999999999999986,10.559999999999997,Housing,23805,8209347DG1080B
residential_1,28353,28353,1960,3,Residential,79.99999999999999,12.179999999999998,Housing,28353,8634108DG1083D
residential_0,32650,32650,1983,3,Residential,260.0,8.289999999999985,Housing,32650,9216018DG1091B
residential_4,10329,10329,1932,3,Residential,75.0,9.950000000000001,Housing,10329,6914626DG1061B
residential_4,30755,30755,1989,3,Residential,79.99999999999999,11.689999999999985,Housing,30755,8915769DG1081B
residential_2,21421,21421,2017,9,Residential,154.99999999999997,5.039999999999994,Housing,21421,7924037DG1072B
residential_4,18834,18834,1954,3,Residential,265.0,9.929999999999994,Housing,18834,7709320DG1070B
residential_3,6703,6703,2022,6,Residential,9.999999999999986,3.9899999999999887,Housing,6703,6505714DG1060B
residential_2,4606,4606,1990,3,Residential,124.99999999999999,0.0,Housing,4606,5792030DF1959H
residential_2,8580,8580,1954,6,Residential,225.00000000000003,9.669999999999991,Housing,8580,6723256DG1062B
residential_2,8611,8611,1960,3,Residential,134.99999999999997,9.950000000000001,Housing,8611,6723718DG1062B
residential_4,22648,22648,1973,9,Residential,79.99999999999999,9.87999999999999,Housing,22648,8028013DG1082D
residential_2,11045,11045,1969,9,Residential,45.0,33.2,Housing,11045,6937305DG1063D
residential_3,31439,31439,1965,6,Residential,120.0,26.81,Housing,31439,9020012DG1092B
residential_0,13140,13140,1991,3,Residential,4.999999999999993,9.859999999999998,Housing,13140,7129301DG1072D
residential_2,1163,1163,1971,3,Residential,225.00000000000003,7.579999999999997,Housing,1163,0219020DG2001A
residential_3,6800,6800,1988,9,Residential,345.0,10.82,Housing,6800,6516503DG1061B
residential_3,14823,14823,1930,3,Residential,189.99999999999997,14.019999999999989,Housing,14823,7235828DG1073D
residential_2,211,211,1961,3,Residential,349.99999999999994,7.829999999999999,Housing,211,0018814DG2001A
residential_3,37135,37135,1956,3,Residential,189.99999999999997,11.94999999999999,Housing,37135,9828315DG1092D
residential_0,30856,30856,1973,21,Residential,120.0,21.89,Housing,30856,8921715DG1082B
residential_1,26241,26241,1966,9,Residential,255.00000000000003,11.799999999999995,Housing,26241,8507434DG1080B
residential_3,35030,35030,1940,3,Residential,340.0,11.819999999999988,Housing,35030,9422804DG1092B
residential_3,32953,32953,1962,3,Residential,165.0,11.999999999999993,Housing,32953,9221424DG1092B
residential_0,24344,24344,2002,3,Residential,9.999999999999986,27.069999999999986,Housing,24344,8226726DG1082D
residential_0,17549,17549,2002,6,Residential,79.99999999999999,12.049999999999997,Housing,17549,7608812DG1070B
residential_3,26090,26090,1930,3,Residential,170.0,9.839999999999991,Housing,26090,8433716DG1083D
residential_2,26301,26301,1965,12,Residential,165.0,9.919999999999991,Housing,26301,8509616DG1080B
residential_2,30916,30916,1953,3,Residential,215.0,16.429999999999993,Housing,30916,8929501DG1082D
residential_2,37075,37075,1991,6,Residential,189.99999999999997,5.369999999999994,Housing,37075,9827221DG1092D
residential_2,32813,32813,1968,3,Residential,345.0,12.089999999999996,Housing,32813,9218304DG1091B
residential_0,35170,35170,2007,9,Residential,305.0,11.94999999999999,Housing,35170,9427726DG1092D
residential_1,17409,17409,1965,3,Residential,265.0,11.94999999999999,Housing,17409,7537811DG1073D
residential_2,17798,17798,1991,3,Residential,165.0,5.769999999999988,Housing,17798,7615329DG1071B
residential_2,8751,8751,1950,3,Residential,215.0,8.50999999999999,Housing,8751,6726641DG1062D
residential_4,22708,22708,1945,3,Residential,270.0,9.939999999999996,Housing,22708,8028069DG1082D
residential_3,4845,4845,1960,3,Residential,195.00000000000003,6.22999999999999,Housing,4845,5912630DG1051B
residential_3,11294,11294,1933,3,Residential,4.999999999999993,7.9099999999999975,Housing,11294,7013304DG1071B
residential_0,13391,13391,1977,3,Residential,315.0,7.959999999999985,Housing,13391,7137006DG1073D
residential_2,351,351,1960,3,Residential,160.0,6.819999999999993,Housing,351,0028014DG2002C
residential_2,18974,18974,1950,9,Residential,345.0,14.129999999999997,Housing,18974,7712602DG1071B
residential_3,36319,36319,1958,3,Residential,9.999999999999986,11.509999999999994,Housing,36319,9725003DG1092D
residential_2,6643,6643,2006,6,Residential,145.0,7.989999999999996,Housing,6643,6424541DG1062B
residential_2,14660,14660,2016,6,Residential,349.99999999999994,11.939999999999985,Housing,14660,7232704DG1073D
residential_3,25168,25168,1960,6,Residential,170.0,9.829999999999988,Housing,25168,8330517DG1083D
residential_2,8852,8852,1969,6,Residential,134.99999999999997,4.999999999999995,Housing,8852,6736217DG1063D
residential_0,32710,32710,1950,3,Residential,260.0,8.189999999999994,Housing,32710,9217026DG1091B
residential_0,30615,30615,1974,24,Residential,180.0,49.11999999999999,Housing,30615,8908422DG1080B
residential_1,18865,18865,1940,3,Residential,265.0,9.91,Housing,18865,7710321DG1071B
residential_3,6752,6752,1960,3,Residential,9.999999999999986,6.2199999999999855,Housing,6752,6513403DG1061B
residential_3,8943,8943,1975,9,Residential,9.999999999999986,9.91,Housing,8943,6807119DG1060B
residential_4,28093,28093,1955,3,Residential,79.99999999999999,9.939999999999996,Housing,28093,8630716DG1083D
residential_2,28302,28302,1950,3,Residential,79.99999999999999,11.869999999999992,Housing,28302,8633214DG1083D
residential_3,10378,10378,1972,18,Residential,79.99999999999999,13.799999999999999,Housing,10378,6915513DG1061B
residential_1,32601,32601,1952,6,Residential,75.0,11.889999999999997,Housing,32601,9215319DG1091B
residential_0,32590,32590,1952,3,Residential,75.0,11.98,Housing,32590,9215310DG1091B
residential_3,23575,23575,1994,6,Residential,174.99999999999997,11.77,Housing,23575,8135804DG1083D
residential_3,30704,30704,1923,3,Residential,185.0,10.179999999999994,Housing,30704,8914510DG1081B
residential_4,30495,30495,1955,3,Residential,79.99999999999999,11.719999999999995,Housing,30495,8834012DG1083D
residential_4,26210,26210,1963,3,Residential,75.0,11.169999999999993,Housing,26210,8507412DG1080B
residential_0,17518,17518,1980,3,Residential,34.999999999999986,0.0,Housing,17518,7594112DF1979H
residential_4,32902,32902,1955,3,Residential,75.0,12.02,Housing,32902,9219011DG1091B
residential_2,24315,24315,1990,3,Residential,219.99999999999997,18.269999999999996,Housing,24315,8226701DG1082D
residential_2,8640,8640,1970,9,Residential,29.99999999999999,8.569999999999997,Housing,8640,6725707DG1062D
residential_0,6851,6851,1956,3,Residential,75.0,11.759999999999996,Housing,6851,6519205DG1061B
residential_0,13280,13280,1965,3,Residential,54.999999999999986,16.479999999999993,Housing,13280,7134407DG1073D
residential_4,1132,1132,1950,3,Residential,180.0,10.969999999999995,Housing,1132,0216308DG2001A
residential_3,18766,18766,1990,3,Residential,165.0,12.709999999999994,Housing,18766,7707048DG1070B
residential_3,8491,8491,1970,3,Residential,24.999999999999996,10.03,Housing,8491,6722206DG1062B
residential_2,3177,3177,1986,6,Residential,145.0,9.729999999999995,Housing,3177,4931804DG1043C
residential_3,11154,11154,1978,3,Residential,185.0,10.089999999999991,Housing,11154,7008518DG1070B
residential_1,22759,22759,1945,3,Residential,79.99999999999999,0.0,Housing,22759,8030216DG1083D
residential_3,13051,13051,1997,15,Residential,185.0,19.879999999999992,Housing,13051,7122605DG1072B
residential_2,14932,14932,2006,12,Residential,225.00000000000003,12.409999999999991,Housing,14932,7237435DG1073D
residential_2,6911,6911,1986,6,Residential,260.0,30.939999999999994,Housing,6911,6519701DG1061B
residential_2,31528,31528,1984,3,Residential,165.0,9.950000000000001,Housing,31528,9023612DG1092B
residential_1,18626,18626,1960,6,Residential,265.0,11.189999999999984,Housing,18626,7638646DG1073D
residential_3,26350,26350,1932,3,Residential,345.0,14.949999999999994,Housing,26350,8512009DG1081B
residential_2,37024,37024,2002,9,Residential,280.0,11.94999999999999,Housing,37024,9825402DG1092D
residential_2,30947,30947,1975,18,Residential,124.99999999999999,15.699999999999998,Housing,30947,8931506DG1083D
residential_3,17458,17458,2003,9,Residential,84.99999999999997,18.16999999999999,Housing,17458,7539512DG1073D
residential_0,35121,35121,1986,3,Residential,79.99999999999999,112.16,Housing,35121,9427313DG1092D
residential_0,32842,32842,1987,6,Residential,255.00000000000003,7.839999999999987,Housing,32842,9218335DG1091B
residential_3,10238,10238,1922,3,Residential,165.0,14.239999999999993,Housing,10238,6913617DG1061B
residential_1,23435,23435,1941,6,Residential,260.0,9.839999999999991,Housing,23435,8130128DG1083D
residential_4,32741,32741,1960,3,Residential,75.0,8.069999999999997,Housing,32741,9217316DG1091B
residential_3,21530,21530,1957,6,Residential,349.99999999999994,13.989999999999993,Housing,21530,7929308DG1072D
residential_3,30644,30644,1968,3,Residential,4.999999999999993,10.139999999999995,Housing,30644,8913507DG1081B
residential_3,18925,18925,1905,3,Residential,345.0,13.93999999999999,Housing,18925,7712007DG1071B
residential_2,6583,6583,1955,3,Residential,75.0,11.839999999999995,Housing,6583,6422317DG1062B
residential_2,14631,14631,2000,6,Residential,0.0,5.559999999999987,Housing,14631,7230065DG1073D
residential_4,16734,16734,1941,3,Residential,69.99999999999997,7.989999999999996,Housing,16734,7513318DG1071B
residential_1,25139,25139,1953,3,Residential,270.0,7.67999999999999,Housing,25139,8329336DG1082D
residential_2,8803,8803,1960,3,Residential,109.99999999999997,30.779999999999994,Housing,8803,6727616DG1062D
residential_0,35131,35131,1967,9,Residential,349.99999999999994,29.970000000000002,Housing,35131,9427701DG1092D
residential_4,26340,26340,1989,3,Residential,75.0,10.179999999999994,Housing,26340,8510425DG1081B
residential_2,30957,30957,2006,12,Residential,349.99999999999994,13.879999999999997,Housing,30957,8931601DG1083D
residential_0,37034,37034,1998,3,Residential,280.0,6.959999999999998,Housing,37034,9825511DG1092D
residential_2,18636,18636,2007,12,Residential,34.999999999999986,20.009999999999994,Housing,18636,7640004DG1074D
residential_4,31538,31538,1990,3,Residential,260.0,5.489999999999991,Housing,31538,9023618DG1092B
residential_0,6901,6901,1956,3,Residential,75.0,17.41,Housing,6901,6519250DG1061B
residential_2,14922,14922,1964,3,Residential,134.99999999999997,7.919999999999986,Housing,14922,7237425DG1073D
residential_1,22749,22749,1945,3,Residential,265.0,18.969999999999995,Housing,22749,8030208DG1083D
residential_3,25129,25129,1963,3,Residential,170.0,7.839999999999987,Housing,25129,8329327DG1082D
residential_4,16724,16724,1919,3,Residential,69.99999999999997,68.54,Housing,16724,7513309DG1071B
residential_0,14621,14621,1940,3,Residential,0.0,5.749999999999996,Housing,14621,7230037DG1073D
residential_2,6593,6593,1960,3,Residential,145.0,50.349999999999994,Housing,6593,6422325DG1062B
residential_0,18935,18935,2023,9,Residential,75.0,6.799999999999986,Housing,18935,7712013DG1071B
residential_1,23425,23425,1960,3,Residential,260.0,9.929999999999994,Housing,23425,8130121DG1083D
residential_3,10228,10228,1920,3,Residential,345.0,9.49999999999999,Housing,10228,6913610DG1061B
residential_3,30714,30714,1964,6,Residential,345.0,11.809999999999999,Housing,30714,8915705DG1081B
residential_2,32580,32580,2022,9,Residential,345.0,12.369999999999992,Housing,32580,9215301DG1091B
residential_4,32611,32611,1967,6,Residential,260.0,8.059999999999992,Housing,32611,9215328DG1091B
residential_1,28312,28312,1954,3,Residential,265.0,8.13999999999999,Housing,28312,8633220DG1083D
residential_3,28083,28083,1960,6,Residential,349.99999999999994,13.799999999999999,Housing,28083,8630708DG1083D
residential_0,16664,16664,1900,3,Residential,64.99999999999997,7.809999999999992,Housing,16664,7511226DG1071B
residential_2,6742,6742,2003,6,Residential,59.99999999999998,55.31999999999999,Housing,6742,6513004DG1061B
residential_1,14761,14761,1979,3,Residential,94.99999999999999,10.189999999999998,Housing,14761,7234032DG1073D
