label,index,OBJECTID,YearBuilt1,HEIGHT,UseDescription,orientation,street_width,second_type,idx,building_reference
residential_1,27847,27847,1880,3,Residential,280.0,11.709999999999992,Housing,27847,8615253DG1081B
residential_2,31250,31250,1961,3,Residential,170.0,6.919999999999999,Housing,31250,8986516DF1988H
residential_1,13729,13729,1958,3,Residential,94.99999999999999,23.819999999999993,Housing,13729,7213214DG1071B
residential_2,25942,25942,1964,3,Residential,170.0,98.45,Housing,25942,8430018DG1083D
residential_4,29656,29656,1988,3,Residential,260.0,11.98999999999999,Housing,29656,8737715DG1083D
residential_0,538,538,1960,3,Residential,160.0,4.479999999999986,Housing,538,0080409DF2908G
residential_0,27907,27907,2008,36,Residential,165.0,0.0,Housing,27907,8617330DG1081B
residential_1,20064,20064,1979,9,Residential,270.0,8.649999999999995,Housing,20064,7816743DG1071B
residential_2,25802,25802,1984,9,Residential,0.0,13.089999999999996,Housing,25802,8424353DG1082B
residential_2,29716,29716,1967,15,Residential,255.00000000000003,9.78,Housing,29716,8807715DG1080B
residential_4,8138,8138,1920,3,Residential,255.00000000000003,24.889999999999993,Housing,8138,6712231DG1061B
residential_2,35719,35719,1956,15,Residential,295.0,49.49999999999999,Housing,35719,9615510DG1091B
residential_2,35488,35488,1983,9,Residential,154.99999999999997,24.62,Housing,35488,9530802DG1093D
residential_2,10892,10892,1950,3,Residential,115.0,40.75,Housing,10892,6934731DG1063D
residential_4,5243,5243,1968,15,Residential,90.0,11.919999999999995,Housing,5243,6216023DG1061B
residential_3,17260,17260,2022,6,Residential,345.0,11.98,Housing,17260,7528002DG1072D
residential_4,26568,26568,1950,3,Residential,75.0,9.829999999999988,Housing,26568,8515004DG1081B
residential_3,7346,7346,1959,3,Residential,165.0,10.269999999999998,Housing,7346,6613508DG1061B
residential_2,21099,21099,1949,3,Residential,335.0,5.149999999999989,Housing,21099,7920406DG1072B
residential_2,21308,21308,1885,9,Residential,245.0,5.889999999999986,Housing,21308,7923201DG1072B
residential_3,12694,12694,1960,3,Residential,4.999999999999993,7.919999999999986,Housing,12694,7113209DG1071B
residential_1,18,18,1975,9,Residential,270.0,13.14999999999999,Housing,18,0015115DG2001A
residential_3,10791,10791,1962,3,Residential,4.999999999999993,9.859999999999998,Housing,10791,6930403DG1063D
residential_4,9254,9254,1926,3,Residential,255.00000000000003,11.889999999999997,Housing,9254,6813529DG1061B
residential_2,29815,29815,2007,9,Residential,255.00000000000003,14.22999999999999,Housing,29815,8810753DG1081D
residential_2,34475,34475,1960,36,Residential,305.0,30.38,Housing,34475,9335517DG1093D
residential_0,25701,25701,1936,3,Residential,104.99999999999997,13.839999999999998,Housing,25701,8421631DG1082B
residential_0,25490,25490,2002,9,Residential,255.00000000000003,11.900000000000002,Housing,25490,8408116DG1080B
residential_3,36570,36570,2008,12,Residential,9.999999999999986,11.879999999999994,Housing,36570,9728425DG1092D
residential_4,27604,27604,1975,9,Residential,255.00000000000003,9.859999999999998,Housing,27604,8609739DG1080B
residential_1,27595,27595,1975,3,Residential,255.00000000000003,9.849999999999996,Housing,27595,8609730DG1080B
residential_0,1949,1949,1977,3,Residential,69.99999999999997,6.099999999999988,Housing,1949,0492007DF2909G
residential_4,14398,14398,2012,12,Residential,270.0,9.91,Housing,14398,7223615DG1072B
residential_2,14009,14009,1968,12,Residential,165.0,9.87999999999999,Housing,14009,7217410DG1071B
residential_0,19263,19263,1957,3,Residential,275.0,8.879999999999988,Housing,19263,7718341DG1071B
residential_3,12785,12785,2004,6,Residential,0.0,7.819999999999995,Housing,12785,7114704DG1071B
residential_2,21188,21188,1928,9,Residential,335.0,4.719999999999998,Housing,21188,7921012DG1072B
residential_2,21219,21219,1921,3,Residential,154.99999999999997,4.369999999999991,Housing,21219,7921034DG1072B
residential_1,10680,10680,1950,3,Residential,270.0,9.70999999999999,Housing,10680,6924749DG1062B
residential_0,32068,32068,1971,9,Residential,260.0,8.089999999999987,Housing,32068,9119319DG1091B
residential_3,9345,9345,2001,6,Residential,165.0,9.859999999999998,Housing,9345,6814826DG1061B
residential_3,29904,29904,1945,3,Residential,165.0,9.849999999999996,Housing,29904,8812726DG1081B
residential_0,25610,25610,1930,3,Residential,75.0,9.849999999999996,Housing,25610,8414325DG1081B
residential_4,25581,25581,1971,3,Residential,255.00000000000003,10.479999999999997,Housing,25581,8412521DG1081B
residential_3,14118,14118,2000,3,Residential,0.0,7.869999999999998,Housing,14118,7218705DG1071B
residential_0,27715,27715,1984,3,Residential,340.0,31.42999999999999,Housing,27715,8613301DG1081B
residential_3,27484,27484,1978,3,Residential,345.0,9.66,Housing,27484,8608706DG1080B
residential_3,36461,36461,1950,3,Residential,9.999999999999986,9.019999999999994,Housing,36461,9727006DG1092D
residential_2,20175,20175,1963,12,Residential,324.99999999999994,10.039999999999988,Housing,20175,7821007DG1072B
residential_2,31190,31190,1930,3,Residential,349.99999999999994,25.889999999999993,Housing,31190,8934808DG1083D
residential_2,25913,25913,2007,12,Residential,4.999999999999993,4.789999999999994,Housing,25913,84286B5DG1082D
residential_4,22070,22070,1898,3,Residential,79.99999999999999,6.739999999999994,Housing,22070,8014441DG1081B
residential_0,33095,33095,1955,3,Residential,124.99999999999999,7.639999999999989,Housing,33095,9231805DG1093D
residential_2,33304,33304,1999,6,Residential,180.0,31.619999999999997,Housing,33304,9283118DF1998H
residential_2,8029,8029,2005,6,Residential,99.99999999999999,13.899999999999991,Housing,8029,6708820DG1060B
residential_2,29596,29596,1970,3,Residential,170.0,13.97999999999999,Housing,29596,8736713DG1083D
residential_2,10983,10983,1993,3,Residential,45.0,12.19999999999999,Housing,10983,6935518DG1063D
residential_2,5352,5352,1950,3,Residential,324.99999999999994,7.899999999999993,Housing,5352,6218306DG1061B
residential_2,7257,7257,1977,3,Residential,355.0,12.249999999999993,Housing,7257,6602111DG1060B
residential_0,17231,17231,1900,3,Residential,75.0,6.259999999999986,Housing,17231,7525409DG1072D
residential_2,35748,35748,1956,15,Residential,200.0,131.78,Housing,35748,9615536DG1091B
residential_4,7317,7317,1930,3,Residential,69.99999999999997,60.26,Housing,7317,6611708DG1061B
residential_1,15334,15334,1900,6,Residential,84.99999999999997,8.119999999999997,Housing,15334,7324446DG1072B
residential_3,7086,7086,1956,3,Residential,180.0,9.99999999999999,Housing,7086,6522331DG1062B
residential_4,26539,26539,1994,3,Residential,255.00000000000003,9.849999999999996,Housing,26539,8514012DG1081B
residential_2,13638,13638,1950,3,Residential,165.0,9.839999999999991,Housing,13638,7210622DG1071B
residential_3,31341,31341,1994,3,Residential,345.0,11.909999999999991,Housing,31341,9019003DG1091B
residential_4,25853,25853,1957,3,Residential,290.0,7.389999999999989,Housing,25853,8428658DG1082D
residential_3,29747,29747,1958,6,Residential,345.0,9.919999999999991,Housing,29747,8810702DG1081B
residential_0,34424,34424,1979,3,Residential,124.99999999999999,11.98,Housing,34424,9330808DG1093D
residential_1,25750,25750,1954,9,Residential,104.99999999999997,10.149999999999999,Housing,25750,8424116DG1082B
residential_1,14058,14058,1958,3,Residential,270.0,9.729999999999995,Housing,14058,7217820DG1071B
residential_2,1918,1918,1977,6,Residential,94.99999999999999,9.609999999999998,Housing,1918,0490209DF2909G
residential_1,12554,12554,1960,3,Residential,275.0,19.73,Housing,12554,7109764DG1070B
residential_2,21359,21359,2018,6,Residential,154.99999999999997,5.389999999999986,Housing,21359,7923241DG1072B
residential_1,10451,10451,1957,3,Residential,94.99999999999999,9.939999999999996,Housing,10451,6917211DG1061B
residential_2,32128,32128,1976,3,Residential,29.99999999999999,33.349999999999994,Housing,32128,9121105DG1092B
residential_3,9194,9194,1918,6,Residential,165.0,15.519999999999992,Housing,9194,6812429DG1061B
residential_1,20938,20938,1940,9,Residential,245.0,7.389999999999989,Housing,20938,7912819DG1071B
residential_0,6675,6675,1988,6,Residential,349.99999999999994,4.89,Housing,6675,6503109DG1060B
residential_3,14656,14656,1989,3,Residential,170.0,11.819999999999988,Housing,14656,7231718DG1073D
residential_4,18942,18942,1908,3,Residential,75.0,6.749999999999998,Housing,18942,7712017DG1071B
residential_2,8864,8864,1968,3,Residential,315.0,11.819999999999988,Housing,8864,6736225DG1063D
residential_2,4770,4770,2003,3,Residential,150.0,8.739999999999998,Housing,4770,5857138DG1055F
residential_1,16753,16753,1966,6,Residential,260.0,8.399999999999995,Housing,16753,7513340DG1071B
residential_1,23452,23452,1925,3,Residential,260.0,9.869999999999987,Housing,23452,8131022DG1083D
residential_3,32726,32726,1958,3,Residential,345.0,11.909999999999991,Housing,32726,9217302DG1091B
residential_2,28225,28225,1953,3,Residential,34.999999999999986,24.369999999999997,Housing,28225,8632709DG1083D
residential_3,21557,21557,1955,3,Residential,180.0,11.879999999999994,Housing,21557,7929327DG1072D
residential_3,30623,30623,1962,3,Residential,9.999999999999986,9.91,Housing,30623,8912505DG1081B
residential_0,26337,26337,1985,3,Residential,255.00000000000003,9.809999999999993,Housing,26337,8510422DG1081B
residential_0,37043,37043,1999,3,Residential,99.99999999999999,12.059999999999999,Housing,37043,9825520DG1092D
residential_1,30920,30920,1985,6,Residential,260.0,16.09999999999999,Housing,30920,8931101DG1083D
residential_0,7688,7688,1948,3,Residential,39.99999999999998,29.88,Housing,7688,6621612DG1062B
residential_4,35146,35146,1964,3,Residential,79.99999999999999,11.419999999999993,Housing,35146,9427711DG1092D
residential_4,32825,32825,1969,3,Residential,75.0,12.339999999999996,Housing,32825,9218313DG1091B
residential_3,11133,11133,1958,3,Residential,34.999999999999986,29.26999999999999,Housing,11133,7008504DG1070B
residential_3,4873,4873,1997,3,Residential,90.0,13.389999999999985,Housing,4873,6015809DG1061B
residential_4,3281,3281,1965,3,Residential,4.999999999999993,23.04,Housing,3281,5131415DG1053D
residential_3,367,367,1970,3,Residential,340.0,12.009999999999996,Housing,367,0028204DG2002C
residential_0,18641,18641,2005,12,Residential,215.0,32.79999999999999,Housing,18641,7642003DG1074D
residential_1,13036,13036,1998,3,Residential,270.0,9.019999999999994,Housing,13036,7120826DG1072B
residential_2,14955,14955,1977,3,Residential,315.0,7.949999999999997,Housing,14955,7237816DG1073D
residential_0,6976,6976,1951,3,Residential,310.0,7.989999999999996,Housing,6976,6521740DG1062B
residential_0,1384,1384,1983,3,Residential,94.99999999999999,6.719999999999987,Housing,1384,0290305DF2909G
residential_2,4933,4933,2005,6,Residential,240.0,79.16,Housing,4933,6116120DG1061B
residential_1,11073,11073,1972,3,Residential,280.0,12.379999999999995,Housing,11073,7007017DG1070B
residential_4,29398,29398,1954,3,Residential,79.99999999999999,15.819999999999995,Housing,29398,8732315DG1083D
residential_0,29009,29009,1992,12,Residential,249.99999999999997,15.96,Housing,29009,8721821DG1082B
residential_3,18490,18490,1932,6,Residential,355.0,10.059999999999997,Housing,18490,7632328DG1073D
residential_2,6836,6836,1988,3,Residential,345.0,12.919999999999995,Housing,6836,6516571DG1061B
residential_0,14815,14815,1940,3,Residential,174.99999999999997,77.42,Housing,14815,7235819DG1073D
residential_2,13176,13176,1968,6,Residential,349.99999999999994,11.759999999999996,Housing,13176,7132605DG1073D
residential_2,37292,37292,1995,3,Residential,215.0,6.01,Housing,37292,9833218DG1093D
residential_0,30860,30860,1977,15,Residential,165.0,15.75,Housing,30860,8921718DG1082B
residential_0,21885,21885,2021,12,Residential,109.99999999999997,12.219999999999999,Housing,21885,8010430DG1081B
residential_0,26277,26277,1960,12,Residential,255.00000000000003,12.169999999999995,Housing,26277,8508530DG1080B
residential_2,7459,7459,1993,6,Residential,345.0,11.900000000000002,Housing,7459,6615603DG1061B
residential_4,32965,32965,1965,3,Residential,255.00000000000003,91.19,Housing,32965,9221433DG1092B
residential_0,35006,35006,1968,3,Residential,255.00000000000003,11.809999999999999,Housing,35006,9421736DG1092B
residential_2,30763,30763,1971,18,Residential,79.99999999999999,29.439999999999987,Housing,30763,8916206DG1081B
residential_0,21786,21786,1975,30,Residential,180.0,48.25,Housing,21786,7940004DG1074D
residential_3,20878,20878,1937,9,Residential,345.0,6.979999999999991,Housing,20878,7911103DG1071B
residential_2,14716,14716,1970,6,Residential,215.0,47.79999999999998,Housing,14716,7232741DG1073D
residential_1,14487,14487,1947,6,Residential,349.99999999999994,10.089999999999991,Housing,14487,7228701DG1072D
residential_3,18802,18802,1956,3,Residential,170.0,11.939999999999985,Housing,18802,7708610DG1070B
residential_3,8924,8924,1970,3,Residential,9.999999999999986,9.689999999999996,Housing,8924,6807107DG1060B
residential_0,33998,33998,1970,3,Residential,75.0,7.889999999999991,Housing,33998,9321013DG1092B
residential_2,4630,4630,1997,3,Residential,310.0,8.189999999999994,Housing,4630,5792046DF1959H
residential_4,23792,23792,1900,3,Residential,280.0,12.339999999999996,Housing,23792,8209333DG1080B
residential_3,32777,32777,1910,3,Residential,255.00000000000003,12.339999999999996,Housing,32777,9217407DG1091B
residential_3,28274,28274,1950,3,Residential,170.0,9.99999999999999,Housing,28274,8633121DG1083D
residential_3,21506,21506,1900,3,Residential,349.99999999999994,69.08,Housing,21506,7926302DG1072D
residential_3,21697,21697,1980,3,Residential,355.0,11.15999999999999,Housing,21697,7933611DG1073D
residential_0,6624,6624,1960,6,Residential,310.0,10.679999999999994,Housing,6624,6424507DG1062B
residential_2,14596,14596,1937,9,Residential,185.0,9.769999999999994,Housing,14596,7230021DG1073D
residential_2,20969,20969,1992,3,Residential,335.0,5.6799999999999855,Housing,20969,7913718DG1071B
residential_0,18913,18913,1998,3,Residential,245.0,9.769999999999994,Housing,18913,7711031DG1071B
residential_2,8835,8835,1994,3,Residential,45.0,11.839999999999995,Housing,8835,6736202DG1063D
residential_2,4721,4721,2004,3,Residential,230.0,8.25999999999999,Housing,4721,5800213DG1050B
residential_1,16493,16493,1997,3,Residential,265.0,14.179999999999987,Housing,16493,7436008DG1073D
residential_0,33889,33889,1978,6,Residential,255.00000000000003,81.25,Housing,33889,9319731DG1091B
residential_3,16801,16801,1969,15,Residential,165.0,6.959999999999998,Housing,16801,7516718DG1071B
residential_3,4822,4822,1952,3,Residential,9.999999999999986,17.24,Housing,4822,5912605DG1051B
residential_0,11162,11162,2009,6,Residential,280.0,12.81,Housing,11162,7008523DG1070B
residential_2,8736,8736,1987,6,Residential,215.0,8.019999999999992,Housing,8736,6726631DG1062D
residential_3,29289,29289,1956,3,Residential,349.99999999999994,14.059999999999988,Housing,29289,8730811DG1083D
residential_0,18610,18610,1970,3,Residential,225.00000000000003,39.449999999999996,Housing,18610,7638613DG1073D
residential_0,18581,18581,1999,15,Residential,0.0,23.719999999999988,Housing,18581,7638508DG1073D
residential_4,336,336,2005,12,Residential,9.999999999999986,11.77,Housing,336,0028001DG2002C
residential_2,14904,14904,1975,3,Residential,315.0,58.56,Housing,14904,7237408DG1073D
residential_2,6927,6927,1956,3,Residential,0.0,9.719999999999994,Housing,6927,6520003DG1062B
residential_4,1044,1044,2023,6,Residential,104.99999999999997,5.979999999999989,Housing,1044,0179837DF2907G
residential_0,13067,13067,1992,6,Residential,270.0,8.889999999999993,Housing,13067,7123509DG1072B
residential_2,7548,7548,2023,15,Residential,165.0,9.929999999999994,Housing,7548,6617020DG1061B
residential_3,26366,26366,1900,3,Residential,345.0,15.189999999999992,Housing,26366,8512022DG1081B
residential_3,30971,30971,1955,3,Residential,170.0,21.079999999999995,Housing,30971,8931610DG1083D
residential_4,23891,23891,2021,9,Residential,280.0,40.17,Housing,23891,8211132DG1081B
residential_1,24263,24263,2023,12,Residential,260.0,6.259999999999986,Housing,24263,8225690DG1082D
residential_0,35286,35286,1960,15,Residential,34.999999999999986,30.519999999999992,Housing,35286,9435302DG1093D
residential_0,32874,32874,2019,9,Residential,255.00000000000003,8.279999999999996,Housing,32874,9218723DG1091B
residential_0,37152,37152,1990,3,Residential,124.99999999999999,12.19999999999999,Housing,37152,9830505DG1093D
residential_4,30831,30831,2003,3,Residential,260.0,9.969999999999994,Housing,30831,8920530DG1082B
residential_3,26226,26226,1960,3,Residential,170.0,29.34,Housing,26226,8507422DG1080B
residential_0,32934,32934,1998,6,Residential,75.0,7.9099999999999975,Housing,32934,9221411DG1092B
residential_3,24323,24323,1960,3,Residential,9.999999999999986,27.149999999999984,Housing,24323,8226711DG1082D
residential_2,11022,11022,1975,3,Residential,210.0,12.129999999999995,Housing,11022,6935552DG1063D
residential_4,4962,4962,1989,9,Residential,99.99999999999999,7.949999999999997,Housing,4962,6117014DG1061B
residential_3,18750,18750,1930,3,Residential,345.0,9.799999999999992,Housing,18750,7707030DG1070B
residential_2,13127,13127,1970,24,Residential,240.0,25.209999999999987,Housing,13127,7125210DG1072D
residential_2,14844,14844,1950,3,Residential,200.0,7.039999999999997,Housing,14844,7235848DG1073D
residential_1,14747,14747,1968,3,Residential,270.0,0.0,Housing,14747,7234021DG1073D
residential_3,6764,6764,1956,3,Residential,9.999999999999986,12.68,Housing,6764,6515603DG1061B
residential_3,18853,18853,1950,3,Residential,84.99999999999997,9.829999999999988,Housing,18853,7710308DG1071B
residential_2,8975,8975,1997,6,Residential,205.0,48.62,Housing,8975,6807139DG1060B
residential_3,16642,16642,1960,6,Residential,9.999999999999986,13.77999999999999,Housing,16642,7511208DG1071B
residential_2,4661,4661,1985,6,Residential,219.99999999999997,27.86999999999999,Housing,4661,5792077DF1959H
residential_0,32637,32637,1954,6,Residential,75.0,11.98999999999999,Housing,32637,9216008DG1091B
residential_3,28334,28334,1930,3,Residential,170.0,9.99,Housing,28334,8633417DG1083D
residential_4,30732,30732,1959,3,Residential,79.99999999999999,12.119999999999992,Housing,30732,8915718DG1081B
residential_3,26004,26004,1950,3,Residential,170.0,14.099999999999987,Housing,26004,8431519DG1083D
residential_2,21967,21967,1975,3,Residential,335.0,5.749999999999996,Housing,21967,8014117DG1081B
residential_1,15598,15598,1920,3,Residential,90.0,14.349999999999987,Housing,15598,7335120DG1073D
residential_1,15609,15609,1930,3,Residential,90.0,14.119999999999996,Housing,15609,7335130DG1073D
residential_0,35275,35275,1978,3,Residential,285.0,7.989999999999996,Housing,35275,9432021DG1093D
residential_4,24101,24101,1970,3,Residential,64.99999999999997,13.439999999999989,Housing,24101,8216817DG1081B
residential_3,23862,23862,1961,6,Residential,9.999999999999986,8.79999999999999,Housing,23862,8211101DG1081B
residential_0,33779,33779,2022,3,Residential,75.0,8.029999999999996,Housing,33779,9318813DG1091B
residential_2,3223,3223,1975,3,Residential,145.0,8.50999999999999,Housing,3223,5030006DG1053D
residential_1,11191,11191,2024,6,Residential,90.0,9.950000000000001,Housing,11191,7012312DG1071B
residential_3,20508,20508,1945,3,Residential,0.0,11.929999999999996,Housing,20508,7828305DG1072D
residential_2,13305,13305,1932,3,Residential,260.0,12.099999999999998,Housing,13305,7134428DG1073D
residential_1,13094,13094,2017,9,Residential,275.0,8.939999999999994,Housing,13094,7124016DG1072B
residential_0,18572,18572,2002,3,Residential,90.0,12.189999999999987,Housing,18572,7636427DG1073D
residential_3,27368,27368,1981,6,Residential,355.0,10.07,Housing,27368,8602003DG1080B
residential_0,6546,6546,1961,6,Residential,129.99999999999997,7.979999999999993,Housing,6546,6421215DG1062B
residential_3,14565,14565,1965,3,Residential,170.0,10.009999999999993,Housing,14565,7229630DG1072D
residential_0,34119,34119,1964,3,Residential,75.0,11.779999999999989,Housing,34119,9321608DG1092B
residential_2,34288,34288,1990,3,Residential,215.0,12.639999999999999,Housing,34288,9327255DG1092D
residential_1,9738,9738,1956,3,Residential,84.99999999999997,11.900000000000002,Housing,9738,6833416DG1063D
residential_4,32784,32784,1954,3,Residential,75.0,7.849999999999991,Housing,32784,9218009DG1091B
residential_2,32415,32415,2001,6,Residential,109.99999999999997,8.58999999999999,Housing,32415,9180105DF1998H
residential_3,23761,23761,2000,3,Residential,165.0,30.31999999999999,Housing,23761,8206520DG1080B
residential_3,30510,30510,1950,3,Residential,170.0,7.969999999999989,Housing,30510,8834023DG1083D
residential_2,21664,21664,1980,18,Residential,39.99999999999998,45.02999999999999,Housing,21664,7932505DG1073D
residential_2,23621,23621,2000,3,Residential,0.0,9.969999999999994,Housing,23621,8146006DG1084D
residential_3,32555,32555,1967,3,Residential,165.0,12.02,Housing,32555,9215018DG1091B
residential_3,21724,21724,1982,3,Residential,174.99999999999997,29.02999999999999,Housing,21724,7933636DG1073D
residential_2,7869,7869,1973,3,Residential,215.0,7.849999999999991,Housing,7869,6625742DG1062D
residential_4,6406,6406,1960,3,Residential,64.99999999999997,20.23,Housing,6406,6418308DG1061B
residential_4,34059,34059,1967,9,Residential,75.0,11.839999999999995,Housing,34059,9321313DG1092B
residential_1,16520,16520,1972,3,Residential,84.99999999999997,12.02,Housing,16520,7437511DG1073D
residential_2,4503,4503,1998,6,Residential,200.0,10.719999999999994,Housing,4503,5701226DG1050B
residential_2,8986,8986,1983,3,Residential,205.0,63.13999999999999,Housing,8986,6807146DG1060B
residential_4,8514,8514,1962,3,Residential,94.99999999999999,0.0,Housing,8514,6722225DG1062B
residential_2,8685,8685,1955,3,Residential,84.99999999999997,26.679999999999996,Housing,8685,6726011DG1062D
residential_0,33639,33639,1960,6,Residential,255.00000000000003,12.059999999999999,Housing,33639,9317030DG1091B
residential_1,11340,11340,1971,3,Residential,94.99999999999999,8.91,Housing,11340,7014716DG1071B
residential_2,20448,20448,1910,6,Residential,165.0,5.869999999999995,Housing,20448,7826528DG1072D
residential_2,13245,13245,2019,9,Residential,79.99999999999999,12.139999999999997,Housing,13245,7133610DG1073D
residential_0,6894,6894,1956,3,Residential,255.00000000000003,17.45999999999999,Housing,6894,6519243DG1061B
residential_1,114,114,1960,3,Residential,275.0,10.349999999999996,Housing,114,0017017DG2001A
residential_1,18432,18432,1940,3,Residential,270.0,9.809999999999993,Housing,18432,7629232DG1072D
residential_2,23922,23922,2007,6,Residential,280.0,7.879999999999987,Housing,23922,82124A3DG1081B
residential_0,24041,24041,2001,6,Residential,185.0,47.52000000000001,Housing,24041,8215040DG1081B
residential_0,35335,35335,1960,12,Residential,215.0,15.739999999999997,Housing,35335,9436234DG1093D
residential_2,8405,8405,1956,3,Residential,39.99999999999998,13.739999999999991,Housing,8405,6720607DG1062B
residential_3,11251,11251,1997,9,Residential,260.0,14.039999999999996,Housing,11251,7013013DG1071B
residential_0,4880,4880,1999,3,Residential,195.00000000000003,9.95999999999999,Housing,4880,6017707DG1061B
residential_4,33728,33728,1958,3,Residential,75.0,12.089999999999996,Housing,33728,9318205DG1091B
residential_2,13354,13354,1942,3,Residential,310.0,60.74,Housing,13354,7135125DG1073D
residential_2,20559,20559,2000,9,Residential,280.0,20.72,Housing,20559,7828849DG1072D
residential_4,18523,18523,1971,3,Residential,260.0,9.859999999999998,Housing,18523,7632355DG1073D
residential_2,394,394,2000,6,Residential,69.99999999999997,19.27,Housing,394,0028501DG2002C
residential_2,15658,15658,1966,3,Residential,134.99999999999997,24.87,Housing,15658,7336808DG1073D
residential_0,37321,37321,1990,3,Residential,124.99999999999999,11.999999999999993,Housing,37321,9833518DG1093D
residential_0,26055,26055,1991,15,Residential,34.999999999999986,39.489999999999995,Housing,26055,8433303DG1083D
residential_3,23833,23833,1962,6,Residential,9.999999999999986,9.069999999999997,Housing,23833,8210805DG1081B
residential_2,24150,24150,2004,3,Residential,14.999999999999977,16.29,Housing,24150,8225107DG1082D
residential_2,9769,9769,1953,6,Residential,134.99999999999997,11.919999999999995,Housing,9769,6835211DG1063D
residential_3,28147,28147,1960,3,Residential,170.0,13.629999999999997,Housing,28147,8631727DG1083D
residential_2,12038,12038,1992,3,Residential,170.0,11.749999999999991,Housing,12038,7031340DG1073D
residential_2,14534,14534,1958,6,Residential,4.999999999999993,9.609999999999998,Housing,14534,7229052DG1072D
residential_3,27339,27339,1970,3,Residential,170.0,7.899999999999993,Housing,27339,8537810DG1083D
residential_0,4412,4412,2002,3,Residential,9.999999999999986,8.079999999999998,Housing,4412,5699414DF1959H
residential_2,34148,34148,1969,6,Residential,165.0,11.969999999999995,Housing,34148,9321628DG1092B
residential_0,8897,8897,2008,6,Residential,300.0,8.129999999999988,Housing,8897,6800118DG1060B
residential_0,6457,6457,1963,3,Residential,280.0,11.879999999999994,Housing,6457,6418342DG1061B
residential_3,27279,27279,1969,6,Residential,170.0,13.539999999999996,Housing,27279,8536030DG1083D
residential_0,34008,34008,2010,9,Residential,75.0,7.869999999999998,Housing,34008,9321022DG1092B
residential_0,34399,34399,1969,3,Residential,305.0,11.759999999999996,Housing,34399,9329731DG1092D
residential_1,28396,28396,1970,3,Residential,79.99999999999999,12.069999999999988,Housing,28396,8635122DG1083D
residential_0,32695,32695,1970,6,Residential,75.0,11.839999999999995,Housing,32695,9217015DG1091B
residential_2,7838,7838,1960,3,Residential,29.99999999999999,11.889999999999997,Housing,7838,6625714DG1062D
residential_0,21775,21775,1975,30,Residential,180.0,43.36,Housing,21775,7938001DG1073D
residential_0,30790,30790,1971,18,Residential,79.99999999999999,29.939999999999987,Housing,30790,8919511DG1081B
residential_3,15718,15718,1955,3,Residential,174.99999999999997,11.900000000000002,Housing,15718,7337503DG1073D
residential_2,26115,26115,1998,12,Residential,79.99999999999999,16.269999999999992,Housing,26115,8434214DG1083D
residential_2,26284,26284,1965,12,Residential,345.0,9.919999999999991,Housing,26284,8509603DG1080B
residential_2,21876,21876,1931,3,Residential,349.99999999999994,9.889999999999995,Housing,21876,8010419DG1081B
residential_3,23973,23973,1900,3,Residential,4.999999999999993,6.119999999999995,Housing,23973,8214002DG1081B
residential_0,32996,32996,1969,12,Residential,255.00000000000003,11.900000000000002,Housing,32996,9223001DG1092B
residential_0,11080,11080,2008,6,Residential,280.0,12.419999999999995,Housing,11080,7007021DG1070B
residential_4,33668,33668,1960,3,Residential,255.00000000000003,7.959999999999985,Housing,33668,9317224DG1091B
residential_4,13214,13214,2023,3,Residential,115.0,36.35,Housing,13214,7133322DG1073D
residential_3,13185,13185,1994,6,Residential,260.0,12.119999999999992,Housing,13185,7133301DG1073D
residential_2,18463,18463,1979,21,Residential,355.0,0.0,Housing,18463,7632310DG1073D
residential_3,145,145,1965,3,Residential,349.99999999999994,6.2199999999999855,Housing,145,0018511DG2001A
residential_1,11387,11387,1973,3,Residential,94.99999999999999,8.889999999999993,Housing,11387,7015614DG1071B
residential_2,11016,11016,1964,3,Residential,210.0,12.069999999999988,Housing,11016,6935547DG1063D
residential_2,8642,8642,1960,6,Residential,29.99999999999999,8.499999999999986,Housing,8642,6725708DG1062D
residential_4,18764,18764,1968,9,Residential,79.99999999999999,12.079999999999993,Housing,18764,7707047DG1070B
residential_2,242,242,2011,12,Residential,84.99999999999997,12.389999999999999,Housing,242,0018874DG2001A
residential_0,6853,6853,1956,3,Residential,75.0,11.73999999999999,Housing,6853,6519207DG1061B
residential_0,13282,13282,1993,3,Residential,59.99999999999998,28.669999999999998,Housing,13282,7134410DG1073D
residential_2,1130,1130,1988,3,Residential,180.0,11.129999999999994,Housing,1130,0216307DG2001A
residential_1,13113,13113,1918,3,Residential,275.0,8.91,Housing,13113,7124030DG1072B
residential_2,30805,30805,2003,9,Residential,345.0,9.759999999999993,Housing,30805,8919522DG1081B
residential_2,26183,26183,1949,3,Residential,315.0,71.02,Housing,26183,8450408DG1085F
residential_4,26212,26212,1967,3,Residential,75.0,79.18,Housing,26212,8507414DG1080B
residential_0,5539,5539,2005,6,Residential,245.0,12.269999999999985,Housing,5539,6220042DG1062B
residential_0,32900,32900,1960,3,Residential,75.0,11.999999999999993,Housing,32900,9219009DG1091B
residential_3,24317,24317,2006,9,Residential,9.999999999999986,49.36,Housing,24317,8226703DG1082D
residential_4,17988,17988,1997,3,Residential,245.0,4.02,Housing,17988,7618831DG1071B
residential_3,23577,23577,1988,3,Residential,180.0,11.77,Housing,23577,8135805DG1083D
residential_1,28091,28091,2006,9,Residential,79.99999999999999,9.939999999999996,Housing,28091,8630713DG1083D
